productID,model,color,gpu,cpu,ram,harddisk,OS,special_features,price
2393,Dell Vostro 3510 Laptop 15.6 Inches,Black,Integrated,Core i5, 32 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,773.99
2394,Dell Latitude Rugged 5430 Laptop 14 Inches,Silver,"Dedicated, NVIDIA Quadro T500 2GB",Core i7,64 GB,2000 GB,Windows 11 Pro,,3229.22
2395,LENOVO LENOVO IDEAPAD FLEX 5 14 INCHES,GRAPHITE GREY,INTEGRATED,RYZEN 5 5500U,16 GB,256 GB,WINDOWS 11,FINGERPRINT READER,622.04
2396,ROKC 14 INCHES,SILVER,"INTEGRATED, INTEL",INTEL CORE I3 / 1.7 GHZ,,1000 GB,WINDOWS 11,,409.99
2397,Microsoft Surface Pro 12.3 Inches,Platinum,"Integrated, Intel Iris Plus",8032, 8 GB,256 GB,Windows 10 Home,,624.99
2398,DELL INSPIRON 5630 LAPTOP 16 INCHES,"GRAY, PLATINUM SILVER",INTEGRATED,CORE I5,8 GB,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,888.99
2399,ASUS TUF Gaming A17 17.3 Inches,Graphite Black,Dedicated,Ryzen 5 4600H,16 GB,1 TB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",1049.00
2400,Dell Precision 3000 14 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5,16 GB,256 GB,Windows 11 Pro,Anti-glare Screen,671.84
2401,Dell XPS 9520 Laptop 15.6 Inches,Platinum Silver,"Dedicated, NVIDIA GeForce RTX 3050",Core i7 / 3.5 GHz,,2000 GB,Windows 11 Home,,1714.99
2402,DELL LATITUDE 9520 15 INCHES,,"INTEGRATED, INTEGRATED IRIS XE GRAPHICS",CORE I7 FAMILY / 3 GHZ, 16 GB,512 GB,WINDOWS 10 PRO,,1046.99
2403,HP 14 Inches,Rose Gold,"Integrated, Intel",Celeron N4000 / 1.1 GHz,16 GB ,64 GB,Windows 11,,389.99
2404,DELL INSPIRON 5620 LAPTOP 16 INCHES,"GRAY, PLATINUM SILVER","INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7,16 GB,1000 GB,WINDOWS 11 HOME,,931.99
2405,Dell Latitude 9000 14 Inches,Graphite,Iris Xe Graphics,Core i7,32 GB,512 GB,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",2418.30
2406,Lenovo 14 Inches,,"Integrated, Intel Iris Xe Graphics",Core i5 / 1.3 GHz, 16 GB,512 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",689.00
2407,Dell Precision 3480 Laptop 14 Inches,Silver,Integrated,Core i7,16 GB ,256 GB,Windows 10 Pro,Wifi & Bluetooth,1008.94
2408,DELL LATITUDE 9420 2-IN-1 14 INCHES,BLACK,INTEGRATED,CORE I5, 16 GB,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,3415.99
2409,HP HPI-1Y5Y4UT#ABA 15.6 INCHES,,INTEGRATED,CORE I7 / 1.8 GHZ,32 GB ,512 GB,WINDOWS 10 PRO,,2799.00
2410,ACER CB315-2H-25TX 15.6 INCHES,"SILVER,BLACK","INTEGRATED, DEDICATED, AMD RADEON R4",AMD A4,4 GB,32 GB,CHROME OS,,344.00
2411,Dell XPS 15.6 Inches,Platinum Silver,Dedicated,Intel Core i9, 64 GB,1 TB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",2860.99
2412,LG 14T90P-K.AAB9U1 14 Inches,Black,Integrated,Core i7 Family,16 GB ,1 TB,Windows 11 Home,Lightweight,1635.99
2413,DELL XPS 9320 LAPTOP 13.4 INCHES,PLATINUM,INTEGRATED,CORE I7,32 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1720.95
2414,ASUS ASUS ZenBook 13.9 Inches,Silver Blue,"Dedicated, NVIDIA GeForce MX150",8032, 16 GB,512 GB,Windows 10 Pro,,1699.00
2415,Dell Latitude 3000 14 Inches,Black,UHD Graphics,Core i3,8 GB,256 GB,Windows 11 Pro,Anti-glare Screen,784.97
2416,LENOVO LENOVO IDEAPAD 3 15.6 INCHES,PLATINUM GREY,INTEGRATED,CELERON N4000, 4 GB,128 GB,WINDOWS 10 HOME,HD,185.95
2417,GIGABYTE AORUS 15G XC-8US2430SH 15 INCHES,BLACK,DEDICATED,INTEL MOBILE CPU, 32 GB,512 GB,WINDOWS 10 HOME,ANTI-GLARE,1199.99
2418,LENOVO THINKPAD P1 15.6 INCHES,,"DEDICATED, NVIDIA QUADRO P1000",INTEL CORE I7 / 2.6 GHZ,16 GB ,512 GB,WINDOWS 10 PRO,,1999.00
2419,ASUS VivoBook S15 15.6 Inches,Resolute Red,Intel Iris Xe Graphics,Intel Core i5-1135G7,8 GB ,512 GB,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Anti Glare Coating",718.46
2420,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,64 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,822.44
2421,Lenovo IdeaPad Slim 9 82D2 14 Inches,Shadow Black,Integrated,Core i7 Family, 16 GB,2 TB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard",1229.00
2422,HP HP OMEN 16 GAMING LAPTOP 16.1 INCHES,SHADOW BLACK,DEDICATED,CORE I7 FAMILY,64 GB,4 TB,WINDOWS 10 PRO,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT, NUMERIC KEYPAD",2229.00
2423,Lenovo Lenovo_i3_8GB_Red 15.6 Inches,Coral Red,"Integrated, Intel UHD Graphics 620",Core i3 Family,8 GB,1 TB,Windows 10,,458.80
2424,DELL DELL LATITUDE 14 INCHES,,"INTEGRATED, NVIDIA GEFORCE MX130",8032 / 2.6 GHZ,16 GB ,,WINDOWS 10 PRO,,1599.00
2425,MSI WS66 10TMT-207 15.6 Inches,Space Gray,"Dedicated, NVIDIA Quadro RTX 5000",Core i9 / 2.4 GHz,64 GB,,Windows 10 Pro,,7399.00
2426,Acer,,"Dedicated, NVIDIA GeForce RTX 4050",Unknown,16 GB,1 TB,Windows,,1249.98
2427,Dell Latitude Rugged Extreme 7230 Laptop 12 Inches,Black,Integrated,Core i5, 32 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,2691.99
2428,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,500 GB,Windows 10 Home,Wifi & Bluetooth,599.44
2429,Dell Latitude Rugged 5424 Laptop 14 Inches,Black,AMD RADEON RX 540,Core i7,32 GB ,1000 GB,Windows 10 Pro,Wifi & Bluetooth,1929.95
2430,DELL XPS 9320 LAPTOP 13.4 INCHES,GRAY,INTEGRATED,CORE I7,16 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1647.30
2431,DELL LATITUDE 5330 2-IN-1 13.3 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I5,16 GB ,256 GB,WINDOWS 11 PRO,,750.74
2432,Dell Latitude 7320 Laptop 13.3 Inches,Black,Integrated,Core i5,8 GB,256 GB,Windows 10 Pro,Wifi & Bluetooth,683.99
2433,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,,UNKNOWN,CORE I7,,2000 GB,WINDOWS 10 HOME,,1768.99
2434,Apple MacBook Pro 13-inch 13.3 Inches,Space Gray,"Integrated, integrated_graphics",Core i5, 8 GB,128 GB,Mac OS,,689.95
2435,Dell G3 Gaming 15.6 Inches,Black,"Dedicated, NVIDIA GeForce GTX 1660Ti",Core i5,8 GB,512 GB,Windows 10,,989.00
2436,MSI Raider GE68HX 16 Inches,,"Dedicated, NVIDIA GeForce RTX 4060",Intel Core i9,32 GB ,1 TB,Windows 11 Home,,1743.00
2437,ASUS ROG STRIX SCAR G533Z 15.6 INCHES,OFF BLACK,DEDICATED,INTEL CORE I9,64 GB ,4 TB,WINDOWS 11 PRO,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, NUMERIC KEYPAD",2819.00
2438,Dell Inspiron 7620 Laptop 16 Inches,Platinum Silver,"Integrated, Intel Integrated Graphics",Core i7, 40 GB,1000 GB,Windows 11 Home,,1498.00
2439,DELL LATITUDE 3000 11.6 INCHES,,"UHD GRAPHICS, INTEL UHD GRAPHICS",UNKNOWN,4 GB,128 GB,WINDOWS 11,ANTI-GLARE SCREEN,525.83
2440,Dell Alienware m16 Laptop 16 Inches,Black,"Dedicated, NVIDIA GeForce RTX 4080",Core i9, 16 GB,1000 GB,Windows 11 Home,,2720.99
2441,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,690.58
2442,DELL G16 7620 LAPTOP 16 INCHES,BLACK,NVIDIA GEFORCE RTX 3060,CORE I7,16 GB,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1310.99
2443,Dell Latitude 5530 Laptop 15.6 Inches,Black,Integrated,Core i7,16 GB,512 GB,Windows 11 Pro,Backlit Keyboard,879.00
2444,HP Pavilion 14 Inches,,"Integrated, AMD Radeon Graphics",Ryzen 3 3250U,8 GB,128 GB,Windows 11,Anti-glare Screen,313.00
2445,Dell Alienware m17 Ryzen Edition R5 Laptop 17.3 Inches,Dark Side of the Moon,Nvidia GeForce RTX 3050 Ti,AMD Ryzen 7, 8 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,1282.99
2446,LENOVO 15.6 INCHES,,"INTEGRATED, INTEL UHD GRAPHICS 620",CORE I7,12 GB ,,WINDOWS 10 HOME,,499.00
2447,Dell XPS 9315 Laptop 13.4 Inches,Platinum Silver,"Integrated, Intel Integrated Graphics",Core i7,32 GB ,1000 GB,Windows 11 Pro,,1150.99
2448,DELL VOSTRO 7620 LAPTOP 16 INCHES,BLACK,"INTEGRATED, NVIDIA GEFORCE RTX 3050",CORE I7,24 GB ,1000 GB,WINDOWS 10 PRO,,1245.99
2449,DELL ALIENWARE X16 LAPTOP 16 INCHES,SILVER,NVIDIA GEFORCE RTX 4090,CORE I9, 32 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3757.54
2450,HP HP 14 Inches,Silver,"Integrated, Intel UHD Graphics 620",Core i3,4 GB,128 GB,Windows 10 Home,,439.00
2451,Dell Dell Latitude 14 Inches,,Integrated,Core i7 / 1.8 GHz,,512 GB,Windows 10 Pro (English/French/Spanish),,2499.00
2452,DELL Latitude 5530 15.6 Inches,Grey,"Integrated, Intel Iris Xe Graphics",Core i5 Family, 32 GB,1 TB,Windows 11 Pro,,939.99
2453,Dell T1CFT 15 Inches,,"Integrated, Intel UHD Graphics",Core i7 / 1.1 GHz, 16 GB,512 GB,Windows 10 Pro (English/French/Spanish),,2799.00
2454,Dell Latitude 3420 Laptop 14 Inches,Black,Integrated,Core i5,8 GB ,256 GB,Windows 11 Home,Wifi & Bluetooth,633.42
2455,Dell XPS 9530 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 4060,Core i9, 16 GB,2000 GB,Windows 11 Pro,Wifi & Bluetooth,2945.99
2456,MSI Modern 15 B7M-223US 15.6 Inches,Classic Black,"Integrated, AMD Radeon Graphics",Ryzen 7, 16 GB,1 TB,Windows 11 Pro,,799.00
2457,MSI Modern 14 B11MO-857 14 Inches,Beige Mousse,Integrated,Core i5,8 GB ,512 GB,Win 10 Multi-language /Free upgrade to Win 11,"Multi Touch, Intel 9560 Jefferson Peak (2x2 802.11 ac), White backlight 84 Key",699.00
2458,DELL XPS 9315 2-IN-1 13 INCHES,PLATINUM SILVER,INTEGRATED,CORE I5,16 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1284.99
2459,Dell Precision 7000 16 Inches,,"RTX A1000, NVIDIA RTX A1000",Core i7, 32 GB,512 GB,Windows 11 Pro,Anti-glare Screen,2549.00
2460,APPLE 16.2 INCHES,,INTEGRATED,APPLE M2 MAX / 3.6 GHZ,64 GB,4 TB,MACOS 10.14 MOJAVE,BACKLIT KEYBOARD,4888.99
2461,LENOVO IDEAPAD 3 15IML05 15.6 INCHES,ALMOND,UHD GRAPHICS,UNKNOWN,4 GB ,1 TB,WINDOWS 10 HOME,ANTI-GLARE SCREEN,324.86
2462,LG 15ZB90Q-V.ARS5U1 15 Inches,,Integrated,Core i5 / 3.3,8 GB,512 GB,Windows 11 Home,,1469.44
2463,Lenovo 16 Inches,,"Integrated, Intel Iris Xe Graphics",Intel Core i5 / 4.4 GHz,40 GB ,2 TB,Windows 11,"Backlit Keyboard,Fingerprint Reader",1799.00
2464,Apple,,Integrated,Unknown,96 GB,4 TB,macOS 10.14 Mojave,,5299.00
2465,Dell Alienware m15 R5 Ryzen Edition Laptop 15.6 Inches,Dark Side of the Moon,Nvidia GeForce RTX 3070,AMD Ryzen 7,32 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,1986.99
2466,acer TMP614-51-G2-5442 14 Inches,Black,"Integrated, Intel UHD Graphics",Core i5 / 4.4 GHz,,,Windows 10 Pro,Fingerprint Reader,1026.99
2467,acer Nitro 5 15.6 Inches,Black,"Dedicated, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6",Core i5,64 GB,2048 GB,Windows 11 Pro,,1086.16
2468,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,8 GB ,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,600.68
2469,ACER ACER SWIFT 14 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",INTEL CORE I7-1165G7, 8 GB,512 GB,WINDOWS 10,"BACKLIT KEYBOARD,FINGERPRINT READER",599.99
2470,Acer Aspire 3 A315 15.6 Inches,Pure Silver,Integrated,Core i5 Family, 8 GB,2 TB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",1039.00
2471,DELL LATITUDE 9520 LAPTOP 15 INCHES,BLACK,INTEGRATED,CORE I5, 16 GB,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1046.99
2472,Dell Latitude 3520 Laptop 15.6 Inches,Black,Integrated,Core i7,4 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,1574.99
2473,Dell Latitude 7420 2-in-1 14 Inches,Black,Integrated,Core i5, 16 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,1733.99
2474,HP ELITEBOOK X360 1040 G8 14 INCHES,SILVER,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I7,16 GB,1 TB,WINDOWS 11 PRO,,2799.00
2475,Dell Alienware m16 Laptop 16 Inches,Black,Nvidia GeForce RTX 4090,Core i9,64 GB ,4000 GB,Windows 11 Pro,Wifi & Bluetooth,4881.99
2476,DELL LATITUDE 15.6 INCHES,SILVER,INTEGRATED,CORE I7 FAMILY, 16 GB,1 TB,WINDOWS 11 PRO,"BACKLIT KB,FINGERPRINT",1169.77
2477,HP HP Laptop 17-cn0025nr 17.3 Inches,Natural silver,Integrated,Intel Core i5-1135G7,8 GB,256 GB,Windows 11 Home,"Anti Glare Coating, Memory Card Slot, Numeric Keypad",576.99
2478,LENOVO LENOVO IDEAPAD 15.6 INCHES,,INTEGRATED,CORE I3 / 2.4 GHZ,4 GB,256 GB,WINDOWS 11 HOME IN S MODE,,360.00
2479,Dell XPS 15 9520 15.6 Inches,Platinum Silver,Dedicated,Core i7 Family,32 GB ,1 TB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",2579.36
2480,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,64 GB ,2000 GB,Windows 10 Home,Wifi & Bluetooth,877.88
2481,ASUS Zenbook Pro 14 Duo 14.5 Inches,Tech Black,"Dedicated, NVIDIA GeForce RTX 4060",Core i9, 32 GB,1 TB,Windows 11 Home,,2399.99
2482,DELL DELL PRECISION 17.3 INCHES,,DEDICATED,CORE I7 FAMILY / 2.6 GHZ, 16 GB,512 GB,WINDOWS 10 PRO,,1998.77
2483,LG 15Z90RT-K.ADB9U1 16 Inches,Neptune Blue,"Integrated, Intel Iris",Intel Core i7, 32 GB,2 TB,Windows 11 Home,,1899.00
2484,LENOVO FLEX 5 14 INCHES,,"INTEGRATED, AMD RADEON R5",AMD RYZEN 5 5500U / 2.1 GHZ,16 GB,256 GB,WINDOWS 11 HOME,,539.99
2485,Lenovo 20GB000LUS 11.6 Inches,Black,"Integrated, Intel HD Graphics 520",Celeron,8 GB,128 GB,Windows 10 Pro 64-Bit,,224.99
2486,Dell Latitude 14 Inches,,"UHD Graphics, Intel UHD Graphics",Core i3,8 GB,256 GB,Windows 11 Pro,Anti-glare Screen,724.99
2487,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB,4000 GB,Windows 10 Home,Wifi & Bluetooth,2109.99
2488,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,64 GB ,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,716.83
2489,HP 15-DY100 15.6 Inches,Natural Silver,Integrated,Core i3-1005G1,48 GB,2 TB,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",839.00
2490,ASUS ASUS CHROMEBOOK CX1 11.6 INCHES,TRANSPARENT SILVER,INTEGRATED,CELERON / 2.8 GHZ,4 GB ,,CHROME OS,ANTI-GLARE,198.00
2491,DELL ALIENWARE X17 R2 LAPTOP 17.3 INCHES,LUNAR LIGHT,"INTEGRATED, NVIDIA GEFORCE RTX 3080",CORE I9,64 GB,2000 GB,WINDOWS 11 PRO,,3329.99
2492,DELL VOSTRO 7620 LAPTOP 16 INCHES,BLACK,NVIDIA GEFORCE RTX 3050,CORE I7,16 GB ,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1168.52
2493,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,16 GB,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1860.99
2494,Dell XPS 9530 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 4070,Core i9,64 GB ,1000 GB,Windows 11 Pro,Wifi & Bluetooth,3417.95
2495,Dell Precision 5770 Laptop 17 Inches,Silver,Nvidia RTX A3000,Core i7, 64 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,3415.99
2496,XAMMUE One Netbook T1 13 Inches,Black,"Integrated, Dedicated, Intel HD Graphics 620",Core i7,16 GB ,1 TB,Windows 11 Home,,1219.99
2497,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,64 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,814.33
2498,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7, 16 GB,8000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2948.99
2499,Dell Inspiron 3501 Laptop 15.6 Inches,Black,Integrated,Core i3,16 GB ,2000 GB,Windows 10 Home,Wifi & Bluetooth,635.67
2500,Dell Precision 7560 Laptop 15.6 Inches,Silver,Nvidia T1200,Core i7,64 GB ,1000 GB,Windows 11 Pro,Wifi & Bluetooth,2425.99
2501,LATITUDE E7440 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS",CORE I5,8 GB,256 GB,WINDOWS 10,BACKLIT KEYBOARD,133.55
2502,MSI 15.6 INCHES,,UNKNOWN,3.5 GHZ, 64 GB,,,,1289.99
2503,Dell Latitude 5000 14 Inches,Carbon Fiber,UHD Graphics 610,Celeron,4 GB,128 GB,Chrome OS,Anti-glare Screen,361.65
2504,Gigabyte AORUS 17 XE4-73US514SH 17 Inches,Black,Dedicated,Intel Mobile CPU,16 GB ,1 TB,Windows 11 Home,,1119.99
2505,acer PH315-53-71QX 15.6 Inches,,"Dedicated, NVIDIA GeForce RTX 2070",Intel Core i7 / 5 GHz, 16 GB,512 GB,Windows 10 Home,,2299.00
2506,HP HP 255 G5 15.6 Inches,Gray,Dedicated,AMD A Series,8 GB,128 GB,Windows 10 Home 64,HD Audio,429.99
2507,Dell Latitude 7330 Laptop 13.3 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7,16 GB,1000 GB,Windows 11 Pro,,911.02
2508,DELL ALIENWARE M18 RYZEN EDITION LAPTOP 18 INCHES,BLACK,NVIDIA GEFORCE RTX 4090,AMD RYZEN 7,32 GB ,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3072.76
2509,LENOVO THINKPAD X1 CARBON GEN 10 14 INCHES,BLACK,IRIS XE GRAPHICS,CORE I7, 16 GB,512 GB,WINDOWS 11,ANTI-GLARE SCREEN,1637.24
2510,Dell Dell XPS 15 9520 15.6 Inches,Silver,"Dedicated, NVIDIA GeForce RTX 3050 Ti",Core i7,64 GB,4 TB,Windows 11 Pro,,2828.99
2511,DELL LATITUDE 7000 14 INCHES,CARBON FIBER,IRIS XE GRAPHICS,CORE I5,16 GB,256 GB,WINDOWS 10 PRO,ANTI-GLARE SCREEN,798.00
2512,HP Pavilion 15 Inches,,Integrated,Core i7,32 GB ,1 TB,Windows 11 Pro,"Backlit Keyboard,Numeric Keypad",1299.00
2513,Dell Alienware m16 Ryzen Edition Laptop 16 Inches,Silver,Nvidia GeForce RTX 4070,AMD Ryzen 7,64 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,2270.21
2514,DELL LATITUDE RUGGED EXTREME 7220 LAPTOP 11.6 INCHES,BLACK,INTEGRATED,CORE I5,16 GB ,256 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,1159.95
2515,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,64 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2616.99
2516,ASUS Vivobook Pro 16X 16 Inches,Black,Dedicated,Core i9 / 5.6 GHz, 16 GB,1 TB,Windows 11 Home,,1799.99
2517,HP Envy x360 2-in-1 15.6 Inches,Platinum Silver,Integrated,Core i7 Family,32 GB,1 TB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",1349.00
2518,hp HP Spectre 13.3 Inches,,Integrated,Core i7 / 5 GHz, 16 GB,,Windows 11 Home,Pen,2399.00
2519,ASUS ROG STRIX SCAR 17 17.3 INCHES,OFF BLACK,"DEDICATED, NVIDIA GEFORCE RTX 4080",RYZEN 9, 32 GB,1 TB,WINDOWS 11 PRO,,2619.99
2520,MSI CreatorPro X17 A12UKS-059 17.3 Inches,Black,"Dedicated, NVIDIA Quadro RTX 3000",Core i9,32 GB ,1 TB,Windows 11,,4499.00
2521,HP HP PROBOOK 13 INCHES,,"INTEGRATED, AMD RADEON GRAPHICS",AMD R SERIES, 8 GB,,WINDOWS 10,,1099.00
2522,HP VNE-HP-15-DY1079MS 15.6 Inches,Silver,"Integrated, Intel UHD Graphics",Core i7 Family / 1.3 GHz,,512 GB,Windows 10 Home,,909.99
2523,HP NOTEBOOK 14 INCHES,GREY,INTEGRATED,RYZEN 3 3250U, 16 GB,1 TB,WINDOWS 11,ANTI GLARE COATING,379.99
2524,ASUS TUF Dash 15 (2022) 15.6 Inches,Off Black,RTX 3060,Core i7,16 GB ,512 GB,Windows 11 Home,Backlit Keyboard,1150.99
2525,DELL LATITUDE 5420 15.6 INCHES,,"INTEGRATED, INTEGRATED",CORE I5,8 GB ,256 GB,WINDOWS 10 PRO,ANTI GLARE,1443.60
2526,HP HP Notebook 15.6 Inches,Black,Unknown,Celeron,16 GB ,,Windows 10,,425.99
2527,Dell Inspiron 3510 Laptop 15.6 Inches,Black,Integrated,1.1 GHz,32 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,951.99
2528,DELL PRECISION M3510 15.6 INCHES,,"DEDICATED, INTEL HD GRAPHICS 530",CORE I7 6700HQ / 2.6 GHZ,16 GB,1000 GB,WINDOWS 10 PRO,,949.95
2529,Dell Alienware X14 Laptop 14 Inches,Lunar Light,"Dedicated, NVIDIA GeForce RTX 3060",Core i7, 32 GB,1000 GB,Windows 11 Pro,,2293.99
2530,ASUS TUF Dash 15 (2021) 15.6 Inches,Eclipse Grey,"RTX 3050 Ti, NVIDIA GeForce RTX 3050 Ti",Core i7,8 GB,512 GB,Windows 10 Home,,940.47
2531,DELL PRECISION 7670 LAPTOP 16 INCHES,SILVER,"DEDICATED, NVIDIA RTX A1000",CORE I7,32 GB ,1000 GB,WINDOWS 11 PRO,,1269.99
2532,Dell Latitude 5530 Laptop 15.6 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7 / 1.8 GHz,,512 GB,Windows 11 Pro,,1173.01
2533,DELL LATITUDE 5340 MULTI-TOUCH 2-IN-1 13.3 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I7 / 5.2 GHZ,32 GB,512 GB,WINDOWS 11 PRO,,1507.90
2534,DELL PRECISION 5000 15.6 INCHES,,"RTX A2000, NVIDIA RTX A2000",CORE I9,32 GB ,1 TB,WINDOWS 10 PRO,"INFINITYEDGE, ANTI-GLARE SCREEN",3395.19
2535,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB ,1000 GB,Windows 11 Home,Wifi & Bluetooth,2488.99
2536,Razer Blade 15 15.6 Inches,Black with illuminated Razer Logo,RTX 3070 Ti,Intel Core i7 12800H,16 GB,1 TB,Windows 11 Home,Anti Glare Coating,1659.68
2537,LG 16Z90Q-R.AAS8U1 16 Inches,Gray,"RTX2050, Intel Iris Xe Graphics",Core i7, 16 GB,1 TB,Windows 11 Home,,1612.99
2538,Dell Vostro 3530 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,776.99
2539,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB ,2000 GB,Windows 10 Home,Wifi & Bluetooth,714.99
2540,LENOVO THINKPAD E590 15.6 INCHES,BLACK,"INTEGRATED, INTEL UHD GRAPHICS 620",CORE I7 8550U, 16 GB,512 GB,WINDOWS 10,,749.95
2541,Dell Latitude 7430 Laptop 14 Inches,Aluminum,"Integrated, Intel Integrated Graphics",Core i7,16 GB,1000 GB,Windows 11 Pro,,941.99
2542,HP PRO X360 FORTIS G10 11.6 INCHES,,"IRIS X GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I5,8 GB,256 GB,WINDOWS 10 PRO,INFORMATION NOT AVAILABLE,993.99
2543,HP ZBook Firefly 16 G9 16 Inches,,"T500,HD Graphics, Dedicated, NVIDIA GeForce GTX 1050",Core i7, 16 GB,512 GB,Windows 11 Pro,Anti-glare Screen,2098.99
2544,Dell Latitude 7420 Laptop 14 Inches,Black,Integrated,Core i7,16 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,834.99
2545,DELL XPS 9730 LAPTOP 17 INCHES,PLATINUM SILVER,NVIDIA GEFORCE RTX 4050,CORE I7,16 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2528.85
2546,DELL DELL XPS 15 9520 15.6 INCHES,PLATINUM SILVER,"DEDICATED, NVIDIA GEFORCE RTX 3050 TI",CORE I9,32 GB,1 TB,WINDOWS 11 HOME,,2999.00
2547,LG 16Z90RS-K.ADW8U1 16 INCHES,DYNAMIC WHITE,INTEGRATED,INTEL CORE I7 / 5 GHZ,32 GB,1 TB,WINDOWS 11 HOME,,1757.57
2548,Dell XPS 9315 2-in-1 13 Inches,Platinum Silver,"Integrated, Intel Integrated Graphics",Core i7, 16 GB,1000 GB,Windows 11 Home,,1561.99
