AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FREQUENT_ACCIDENT
40-64,female,20-29y,university,upper class,0.536314809,before 2015,True,True,11000.0,2,0,2,False,Rarely
26-39,male,10-19y,university,middle class,0.445187337,before 2015,False,True,16000.0,0,0,0,False,Never
65+,male,0-9y,university,upper class,0.560121458,before 2015,False,True,15000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,0.559915737,after 2015,True,False,17000.0,1,1,0,False,Never
16-25,male,0-9y,none,poverty,0.336051776,before 2015,True,True,12000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.487072367,before 2015,False,False,14000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,,after 2015,False,False,15000.0,5,0,0,False,Never
26-39,female,10-19y,high school,upper class,0.54464545,before 2015,True,True,,0,0,0,False,Never
65+,male,0-9y,university,upper class,0.642871081,after 2015,False,False,18000.0,0,0,0,True,Never
65+,male,30y+,high school,working class,0.376076857,before 2015,True,True,10000.0,7,1,2,False,Rarely
16-25,male,0-9y,university,upper class,0.572988371,before 2015,True,False,15000.0,0,0,0,False,Never
65+,female,0-9y,high school,upper class,0.584554154,after 2015,True,True,12000.0,0,0,0,False,Never
26-39,male,10-19y,high school,working class,0.378626445,before 2015,True,False,10000.0,1,0,1,True,Rarely
40-64,male,10-19y,university,upper class,0.521989899,before 2015,True,True,10000.0,3,2,1,False,Rarely
65+,female,10-19y,university,upper class,0.74493835,after 2015,False,True,16000.0,0,0,0,False,Never
65+,female,10-19y,none,middle class,0.566472602,before 2015,True,True,8000.0,1,0,2,False,Rarely
26-39,female,10-19y,none,working class,0.492186237,before 2015,False,False,13000.0,3,0,0,False,Never
65+,male,20-29y,university,upper class,0.603271117,after 2015,False,True,11000.0,8,3,0,False,Never
65+,male,30y+,none,middle class,,before 2015,True,True,9000.0,4,1,6,False,Often
26-39,female,10-19y,university,middle class,0.499989904,before 2015,True,True,16000.0,0,0,1,False,Rarely
26-39,male,0-9y,high school,poverty,0.488478707,before 2015,False,False,14000.0,0,0,0,True,Never
40-64,male,20-29y,high school,working class,0.452944232,before 2015,True,True,12000.0,3,0,1,False,Rarely
26-39,male,10-19y,high school,poverty,0.354967139,after 2015,True,True,8000.0,4,0,1,True,Rarely
65+,female,30y+,high school,upper class,,after 2015,True,True,7000.0,5,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.663833995,before 2015,False,False,19000.0,1,0,2,False,Rarely
65+,female,10-19y,university,upper class,0.525489364,before 2015,True,False,,0,0,1,False,Rarely
40-64,female,0-9y,university,upper class,0.531840445,before 2015,True,True,10000.0,0,0,0,False,Never
26-39,female,10-19y,none,poverty,0.348974168,before 2015,False,True,14000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,,before 2015,True,False,11000.0,2,0,0,True,Never
65+,female,0-9y,high school,upper class,0.567043632,before 2015,True,True,,0,0,0,False,Never
26-39,female,10-19y,university,middle class,0.577005226,before 2015,False,True,9000.0,2,0,1,False,Rarely
40-64,female,20-29y,high school,middle class,0.653998324,before 2015,True,True,12000.0,0,0,0,False,Never
26-39,female,10-19y,university,middle class,0.584909083,after 2015,False,True,15000.0,0,0,0,False,Never
40-64,female,20-29y,university,upper class,0.692264681,after 2015,False,False,16000.0,2,0,2,False,Rarely
40-64,female,20-29y,university,upper class,0.437643116,after 2015,False,True,12000.0,2,1,1,False,Rarely
40-64,female,20-29y,university,upper class,0.737795862,before 2015,True,True,11000.0,0,1,0,False,Never
40-64,male,20-29y,high school,upper class,0.515314464,before 2015,True,True,10000.0,6,0,3,False,Often
26-39,male,10-19y,high school,middle class,0.411815295,before 2015,True,True,11000.0,1,0,0,True,Never
26-39,male,10-19y,university,upper class,0.655289244,after 2015,True,True,10000.0,5,0,0,False,Never
65+,female,30y+,high school,upper class,0.599695665,before 2015,False,True,13000.0,2,0,2,False,Rarely
40-64,female,20-29y,none,middle class,0.511350065,before 2015,True,True,11000.0,1,0,2,False,Rarely
26-39,male,0-9y,high school,middle class,0.502013734,before 2015,False,False,12000.0,0,0,0,False,Never
26-39,female,10-19y,high school,working class,0.646923897,before 2015,False,True,12000.0,0,0,1,False,Rarely
16-25,female,0-9y,university,middle class,0.517090519,before 2015,True,True,9000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.319134666,after 2015,False,False,11000.0,0,0,0,True,Never
65+,female,30y+,university,upper class,0.575853188,after 2015,False,True,13000.0,5,0,1,True,Rarely
26-39,male,10-19y,high school,middle class,0.466890959,before 2015,True,True,10000.0,2,0,1,False,Rarely
26-39,female,0-9y,university,middle class,0.665574912,after 2015,False,False,12000.0,0,0,0,False,Never
65+,female,10-19y,university,upper class,0.645586128,after 2015,True,True,11000.0,2,0,1,False,Rarely
40-64,female,20-29y,university,middle class,0.570761914,after 2015,True,True,,3,0,2,False,Rarely
26-39,male,0-9y,high school,middle class,0.388442052,before 2015,False,True,12000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.713079132,before 2015,False,True,10000.0,3,0,1,False,Rarely
26-39,female,10-19y,high school,working class,0.419153815,before 2015,True,True,11000.0,1,0,0,False,Never
26-39,female,10-19y,none,middle class,0.526518298,before 2015,False,False,15000.0,1,1,0,False,Never
26-39,male,10-19y,none,poverty,0.425281099,before 2015,False,True,11000.0,4,0,4,True,Often
40-64,female,20-29y,university,upper class,,before 2015,False,True,9000.0,2,0,0,False,Never
65+,female,30y+,university,upper class,0.594861801,before 2015,True,True,14000.0,1,0,3,False,Often
16-25,male,0-9y,high school,working class,,before 2015,True,True,10000.0,0,0,0,True,Never
16-25,male,0-9y,high school,poverty,0.46556955,before 2015,False,True,13000.0,0,0,0,True,Never
26-39,female,10-19y,none,working class,0.273080215,after 2015,True,True,11000.0,0,0,3,False,Often
26-39,female,0-9y,university,working class,0.341576921,before 2015,True,True,10000.0,0,0,0,False,Never
65+,male,30y+,high school,upper class,0.666328104,before 2015,False,True,11000.0,6,0,4,False,Often
65+,female,20-29y,high school,middle class,,before 2015,False,True,12000.0,2,1,2,False,Rarely
26-39,female,10-19y,university,upper class,0.515658114,before 2015,False,True,15000.0,0,0,1,False,Rarely
16-25,male,0-9y,high school,poverty,0.288898149,before 2015,False,False,13000.0,0,0,0,True,Never
16-25,male,0-9y,high school,working class,0.297522267,before 2015,True,False,5000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.598192287,before 2015,False,True,16000.0,2,0,2,False,Rarely
65+,female,10-19y,university,upper class,0.660155009,after 2015,True,True,12000.0,2,0,0,False,Never
26-39,female,10-19y,none,poverty,0.498802007,before 2015,True,True,12000.0,0,0,0,False,Never
40-64,female,10-19y,university,upper class,0.665000401,after 2015,False,True,14000.0,0,0,0,False,Never
26-39,male,0-9y,none,working class,0.297439808,after 2015,False,True,12000.0,0,0,0,False,Never
40-64,male,20-29y,high school,middle class,0.507474671,after 2015,False,True,6000.0,6,2,2,False,Rarely
40-64,female,10-19y,university,upper class,0.552706059,after 2015,True,True,9000.0,1,0,0,False,Never
26-39,male,0-9y,none,working class,0.384563261,before 2015,False,True,13000.0,0,0,0,True,Never
16-25,male,0-9y,university,middle class,0.406105784,before 2015,False,True,10000.0,0,0,0,False,Never
40-64,male,0-9y,high school,upper class,0.678011516,after 2015,True,True,11000.0,0,0,0,True,Never
16-25,female,0-9y,university,poverty,0.535500893,before 2015,False,False,15000.0,0,0,0,False,Never
26-39,female,10-19y,university,middle class,0.567129695,after 2015,True,True,11000.0,1,1,0,False,Never
16-25,female,0-9y,high school,middle class,0.290622325,before 2015,True,True,7000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.651912363,after 2015,True,True,13000.0,5,1,6,False,Often
65+,female,20-29y,high school,upper class,0.703363621,after 2015,False,True,10000.0,1,0,0,False,Never
26-39,male,10-19y,university,upper class,0.679436728,before 2015,True,True,8000.0,5,1,2,False,Rarely
40-64,male,20-29y,high school,upper class,,after 2015,True,True,12000.0,4,0,2,False,Rarely
65+,male,30y+,university,upper class,0.46573005,before 2015,True,False,,1,0,2,False,Rarely
40-64,male,20-29y,high school,upper class,0.752269654,before 2015,True,True,11000.0,2,2,0,False,Never
16-25,male,0-9y,high school,poverty,0.320740435,before 2015,False,True,10000.0,0,0,0,True,Never
40-64,female,10-19y,high school,upper class,0.606170728,before 2015,True,True,13000.0,0,0,1,False,Rarely
40-64,female,10-19y,university,upper class,0.640898832,before 2015,False,True,12000.0,1,0,3,False,Often
26-39,female,10-19y,university,working class,0.48489898,before 2015,False,True,11000.0,1,0,0,True,Never
65+,female,30y+,none,upper class,0.702460095,after 2015,False,False,14000.0,1,0,1,False,Rarely
40-64,female,10-19y,university,upper class,0.603163237,before 2015,False,True,11000.0,2,0,0,False,Never
40-64,male,20-29y,high school,upper class,0.501201646,after 2015,True,True,9000.0,3,0,7,False,Often
65+,male,30y+,university,upper class,0.605071789,after 2015,True,True,14000.0,3,0,3,False,Often
26-39,male,10-19y,none,poverty,0.337792703,before 2015,False,False,9000.0,3,0,0,False,Never
26-39,male,10-19y,university,middle class,0.601054492,before 2015,False,False,11000.0,5,1,0,False,Never
40-64,female,20-29y,university,middle class,0.45909636,before 2015,True,True,10000.0,4,1,0,False,Never
26-39,female,10-19y,none,poverty,0.39130251,before 2015,False,True,14000.0,0,0,0,False,Never
26-39,male,10-19y,university,upper class,0.680928917,before 2015,True,False,12000.0,1,2,1,False,Rarely
40-64,female,20-29y,university,upper class,,before 2015,True,True,14000.0,5,1,3,False,Often
16-25,male,0-9y,high school,working class,0.561773826,before 2015,False,False,,0,0,0,True,Never
40-64,male,0-9y,university,upper class,0.67140628,after 2015,True,True,12000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.594692456,after 2015,True,True,12000.0,1,0,4,False,Often
65+,male,10-19y,none,upper class,0.739121392,before 2015,True,False,,1,0,0,True,Never
65+,male,30y+,university,upper class,0.535441184,before 2015,True,True,,2,1,2,False,Rarely
16-25,female,0-9y,none,poverty,0.112631117,before 2015,False,True,16000.0,0,0,0,False,Never
40-64,male,20-29y,high school,upper class,0.624742072,before 2015,True,True,11000.0,5,0,5,False,Often
26-39,male,10-19y,high school,middle class,0.520761215,before 2015,True,True,11000.0,0,0,1,False,Rarely
65+,male,0-9y,university,upper class,0.730865536,after 2015,True,True,9000.0,0,0,0,True,Never
16-25,female,0-9y,university,upper class,0.603570801,before 2015,True,False,17000.0,0,0,0,False,Never
40-64,female,20-29y,university,upper class,0.681268761,after 2015,False,False,15000.0,1,1,1,False,Rarely
40-64,male,20-29y,high school,middle class,0.437492547,after 2015,False,True,11000.0,6,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.672111671,after 2015,False,True,9000.0,1,0,1,False,Rarely
40-64,male,10-19y,university,upper class,0.599078973,after 2015,True,True,8000.0,1,0,1,False,Rarely
26-39,male,10-19y,high school,working class,,before 2015,True,False,11000.0,1,1,0,False,Never
65+,male,20-29y,high school,middle class,0.573868713,before 2015,False,True,11000.0,1,0,2,False,Rarely
16-25,female,0-9y,none,poverty,0.343797514,before 2015,False,True,,0,0,0,False,Never
26-39,male,10-19y,university,upper class,0.617835772,after 2015,True,True,13000.0,2,0,1,False,Rarely
26-39,female,0-9y,university,upper class,,after 2015,False,False,16000.0,0,0,0,False,Never
65+,female,30y+,high school,upper class,0.625093786,before 2015,False,True,13000.0,3,0,4,False,Often
40-64,male,0-9y,university,upper class,0.56333847,before 2015,True,False,10000.0,0,0,0,True,Never
65+,female,30y+,high school,upper class,0.587831426,after 2015,True,False,,3,0,1,False,Rarely
26-39,female,0-9y,high school,poverty,0.340686256,before 2015,False,True,11000.0,0,0,0,False,Never
16-25,female,0-9y,high school,poverty,,before 2015,False,False,,0,0,0,True,Never
65+,female,0-9y,high school,upper class,0.695275209,after 2015,False,True,10000.0,0,0,0,False,Never
26-39,male,10-19y,university,poverty,0.340617418,before 2015,False,False,13000.0,0,0,1,True,Rarely
40-64,female,20-29y,high school,middle class,0.556105996,before 2015,False,True,12000.0,3,0,2,False,Rarely
16-25,female,0-9y,high school,poverty,,before 2015,False,False,13000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,0.694161229,after 2015,False,False,13000.0,1,0,0,False,Never
40-64,male,10-19y,university,upper class,0.551593304,after 2015,True,False,13000.0,1,0,1,False,Rarely
40-64,male,0-9y,high school,middle class,0.600455164,before 2015,True,False,12000.0,0,0,0,True,Never
65+,male,10-19y,high school,upper class,0.594412356,after 2015,True,True,12000.0,3,0,1,False,Rarely
40-64,male,20-29y,high school,upper class,0.553308153,before 2015,False,False,,3,1,0,False,Never
16-25,male,0-9y,high school,poverty,0.209207438,before 2015,False,True,12000.0,0,0,0,True,Never
40-64,male,0-9y,high school,upper class,0.657510925,before 2015,True,True,5000.0,0,0,0,True,Never
40-64,female,20-29y,university,middle class,0.606668458,before 2015,True,True,10000.0,4,0,1,False,Rarely
26-39,female,10-19y,none,poverty,0.36414817,before 2015,False,False,15000.0,0,0,0,False,Never
26-39,female,10-19y,none,working class,,before 2015,True,True,,0,0,1,False,Rarely
26-39,female,10-19y,university,middle class,0.522116486,before 2015,True,False,15000.0,1,1,0,False,Never
65+,female,0-9y,high school,upper class,,before 2015,False,True,13000.0,0,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.639642762,before 2015,False,True,8000.0,3,0,2,False,Rarely
40-64,female,10-19y,high school,working class,0.277810449,before 2015,False,True,12000.0,0,0,2,True,Rarely
26-39,male,10-19y,high school,working class,0.500222651,before 2015,True,True,9000.0,3,0,0,True,Never
40-64,male,20-29y,university,upper class,,before 2015,True,True,9000.0,3,0,1,False,Rarely
40-64,female,20-29y,none,upper class,0.847324653,before 2015,False,True,14000.0,2,1,1,False,Rarely
40-64,male,20-29y,university,upper class,,after 2015,True,True,8000.0,4,0,0,False,Never
65+,male,10-19y,none,working class,0.358921236,before 2015,True,False,15000.0,0,0,4,True,Often
40-64,male,0-9y,none,upper class,0.69999323,after 2015,False,True,11000.0,0,0,0,True,Never
65+,female,20-29y,high school,middle class,0.420231859,before 2015,True,True,11000.0,2,0,8,False,Often
65+,female,0-9y,high school,upper class,0.565178107,before 2015,False,True,11000.0,0,0,0,False,Never
65+,female,0-9y,university,upper class,0.566925129,before 2015,True,True,10000.0,0,0,0,False,Never
26-39,male,10-19y,university,upper class,0.731259476,after 2015,False,True,12000.0,0,0,0,False,Never
16-25,female,0-9y,high school,poverty,0.380695143,before 2015,False,True,10000.0,0,0,0,True,Never
65+,male,30y+,high school,upper class,,after 2015,True,False,13000.0,4,1,5,False,Often
26-39,female,10-19y,none,poverty,0.366336837,before 2015,False,False,,2,0,0,False,Never
16-25,female,0-9y,none,poverty,0.389911817,before 2015,True,False,14000.0,0,0,0,False,Never
26-39,female,10-19y,high school,working class,0.368668391,before 2015,False,False,17000.0,0,0,0,False,Never
40-64,male,20-29y,high school,middle class,0.36416964,before 2015,True,False,13000.0,2,0,2,False,Rarely
26-39,male,10-19y,none,middle class,0.429244859,after 2015,True,True,11000.0,3,0,1,False,Rarely
40-64,male,20-29y,high school,middle class,0.646394325,before 2015,True,True,10000.0,8,1,0,False,Never
40-64,male,0-9y,none,poverty,0.346748256,before 2015,False,True,9000.0,0,0,0,True,Never
65+,male,0-9y,high school,upper class,0.551412827,after 2015,True,True,9000.0,0,0,0,False,Never
40-64,male,20-29y,high school,upper class,0.639423012,after 2015,True,True,9000.0,4,1,3,False,Often
65+,female,30y+,university,upper class,0.820019688,after 2015,True,True,15000.0,1,1,1,False,Rarely
26-39,male,0-9y,high school,middle class,0.497444786,before 2015,False,False,15000.0,0,0,0,False,Never
65+,female,20-29y,university,upper class,,after 2015,True,True,10000.0,0,0,1,False,Rarely
26-39,female,10-19y,high school,middle class,0.459446864,before 2015,False,True,14000.0,0,0,0,True,Never
40-64,male,10-19y,university,upper class,0.615752719,before 2015,True,True,8000.0,2,0,0,False,Never
40-64,female,0-9y,university,upper class,,after 2015,True,True,8000.0,0,0,0,False,Never
40-64,female,20-29y,none,working class,0.364413866,before 2015,True,True,7000.0,0,0,1,False,Rarely
40-64,male,20-29y,university,upper class,0.708576851,after 2015,False,True,12000.0,3,0,6,False,Often
16-25,male,0-9y,high school,working class,0.489294461,before 2015,True,False,17000.0,0,0,0,True,Never
40-64,female,10-19y,university,upper class,0.522119005,after 2015,True,True,9000.0,1,0,0,False,Never
26-39,male,10-19y,high school,upper class,0.71390733,after 2015,True,True,8000.0,0,1,4,False,Often
26-39,female,0-9y,none,working class,0.463826884,before 2015,False,False,18000.0,0,0,0,True,Never
40-64,male,20-29y,high school,upper class,0.490376659,after 2015,True,False,16000.0,0,1,2,False,Rarely
40-64,male,20-29y,high school,upper class,0.566352368,after 2015,True,True,,2,1,1,False,Rarely
26-39,female,10-19y,university,poverty,0.400781322,before 2015,True,True,11000.0,0,0,0,False,Never
65+,male,0-9y,university,upper class,0.707787645,after 2015,True,True,11000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.313229563,before 2015,False,True,9000.0,0,0,0,True,Never
65+,female,0-9y,university,upper class,0.624549338,before 2015,False,True,9000.0,0,0,0,True,Never
40-64,female,0-9y,high school,middle class,0.33960405,before 2015,True,True,7000.0,0,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.753445823,before 2015,False,False,12000.0,4,0,1,False,Rarely
16-25,female,0-9y,none,middle class,0.535312839,after 2015,False,False,15000.0,0,0,0,True,Never
16-25,female,0-9y,university,working class,0.452572549,before 2015,False,False,,0,0,0,True,Never
40-64,male,10-19y,high school,upper class,0.623421243,after 2015,True,True,12000.0,1,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.597964121,before 2015,False,True,12000.0,1,0,2,False,Rarely
16-25,male,0-9y,none,poverty,0.513570269,before 2015,False,False,9000.0,0,0,0,True,Never
26-39,male,10-19y,none,poverty,0.361735862,after 2015,True,True,10000.0,1,0,4,False,Often
16-25,female,0-9y,none,poverty,0.385252285,before 2015,False,False,12000.0,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,0.332753731,before 2015,False,False,12000.0,3,0,1,False,Rarely
40-64,male,20-29y,university,middle class,0.443316349,before 2015,True,True,11000.0,2,0,2,False,Rarely
40-64,female,20-29y,high school,upper class,0.716748247,before 2015,False,True,9000.0,6,0,1,False,Rarely
65+,female,30y+,high school,upper class,0.515614909,before 2015,True,True,,1,0,6,False,Often
16-25,female,0-9y,high school,middle class,0.480140668,after 2015,False,False,14000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.518991168,after 2015,True,False,12000.0,0,0,3,False,Often
16-25,female,0-9y,high school,middle class,0.510362381,before 2015,False,True,,0,0,0,True,Never
40-64,female,0-9y,university,middle class,0.559342617,after 2015,True,True,12000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.755633866,before 2015,False,True,16000.0,0,0,0,True,Never
26-39,female,10-19y,high school,poverty,0.50738275,before 2015,False,True,15000.0,0,0,0,False,Never
65+,female,20-29y,high school,upper class,0.434959014,before 2015,True,True,7000.0,6,0,3,False,Often
26-39,female,10-19y,high school,middle class,0.656110741,after 2015,True,True,8000.0,4,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.469887986,before 2015,False,True,13000.0,0,0,0,False,Never
65+,male,20-29y,none,middle class,0.557162689,before 2015,True,True,,3,2,3,False,Often
40-64,male,20-29y,high school,upper class,0.62209804,before 2015,True,True,7000.0,6,1,4,False,Often
40-64,female,0-9y,university,upper class,0.650315409,before 2015,True,False,14000.0,0,0,0,False,Never
26-39,male,10-19y,university,working class,0.365006933,before 2015,True,False,12000.0,1,0,0,True,Never
26-39,female,10-19y,high school,working class,0.279203352,after 2015,False,False,14000.0,0,0,0,False,Never
16-25,male,0-9y,university,working class,,after 2015,True,True,10000.0,0,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.620212925,after 2015,True,True,9000.0,1,0,2,False,Rarely
65+,female,30y+,university,upper class,0.50542563,before 2015,True,True,9000.0,4,1,0,False,Never
40-64,male,20-29y,university,upper class,0.440371178,after 2015,True,True,9000.0,5,0,5,False,Often
40-64,male,20-29y,university,upper class,0.603204695,before 2015,True,True,8000.0,1,0,1,False,Rarely
16-25,male,0-9y,university,working class,0.454226741,before 2015,False,False,11000.0,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,0.584068009,before 2015,False,False,,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,0.49167791,after 2015,False,False,12000.0,1,0,1,True,Rarely
26-39,female,10-19y,high school,middle class,0.539441511,after 2015,False,True,13000.0,0,0,1,False,Rarely
26-39,male,10-19y,high school,working class,0.436357558,after 2015,False,False,17000.0,3,0,1,False,Rarely
16-25,female,0-9y,none,poverty,0.371980701,before 2015,False,True,10000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,,before 2015,True,False,11000.0,2,0,2,False,Rarely
16-25,male,0-9y,university,working class,0.391843658,before 2015,False,True,12000.0,0,0,0,False,Never
26-39,female,10-19y,high school,working class,0.39597325,before 2015,False,False,11000.0,4,1,0,True,Never
65+,male,20-29y,university,upper class,0.494571757,before 2015,True,True,14000.0,1,1,0,False,Never
40-64,female,20-29y,university,upper class,0.707136824,after 2015,False,False,17000.0,0,1,1,False,Rarely
65+,male,30y+,high school,middle class,0.488066426,before 2015,True,True,14000.0,6,0,11,False,Often
26-39,male,10-19y,none,poverty,0.227051831,before 2015,True,True,8000.0,1,0,0,True,Never
65+,male,30y+,high school,upper class,0.593083082,before 2015,True,True,8000.0,5,1,8,False,Often
40-64,male,20-29y,high school,upper class,0.69650834,before 2015,True,True,9000.0,8,0,1,True,Rarely
16-25,male,0-9y,none,poverty,0.539603942,before 2015,True,False,,0,0,0,True,Never
65+,female,30y+,university,middle class,0.641599291,before 2015,True,True,13000.0,0,0,0,False,Never
65+,female,30y+,university,upper class,,before 2015,True,True,6000.0,11,1,1,False,Rarely
40-64,male,20-29y,university,middle class,0.537211217,before 2015,False,False,15000.0,1,2,1,False,Rarely
26-39,male,10-19y,university,middle class,0.532574352,before 2015,True,True,13000.0,1,0,2,False,Rarely
40-64,male,20-29y,none,upper class,0.527389827,after 2015,True,True,,1,0,4,False,Often
26-39,male,10-19y,none,poverty,,before 2015,False,False,17000.0,2,0,2,False,Rarely
16-25,male,0-9y,none,middle class,0.486882708,before 2015,False,False,15000.0,0,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.619193967,before 2015,False,False,,1,0,0,False,Never
26-39,female,10-19y,university,middle class,0.468504561,before 2015,True,False,14000.0,1,0,0,False,Never
26-39,male,10-19y,none,middle class,0.589973035,before 2015,False,True,9000.0,1,0,0,True,Never
16-25,male,0-9y,high school,working class,0.370227299,before 2015,False,False,14000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.579613605,before 2015,True,True,8000.0,4,0,1,False,Rarely
65+,female,0-9y,university,upper class,,before 2015,True,True,10000.0,0,0,0,False,Never
65+,male,30y+,university,upper class,0.654133506,before 2015,True,True,10000.0,13,3,4,False,Often
40-64,female,20-29y,none,upper class,0.628670135,before 2015,False,True,11000.0,6,1,3,False,Often
65+,male,30y+,high school,middle class,0.500360279,before 2015,False,True,10000.0,10,1,5,False,Often
26-39,female,0-9y,high school,working class,0.517893813,before 2015,False,True,7000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.6267889,before 2015,True,True,10000.0,5,0,3,False,Often
16-25,female,0-9y,high school,poverty,0.442296476,before 2015,False,True,15000.0,0,0,0,True,Never
16-25,female,0-9y,none,working class,0.574666114,after 2015,False,False,13000.0,0,0,0,False,Never
26-39,male,10-19y,high school,working class,0.425843963,before 2015,False,False,14000.0,0,1,2,False,Rarely
26-39,male,0-9y,high school,middle class,0.689354789,before 2015,False,True,13000.0,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,,before 2015,False,True,12000.0,2,0,1,False,Rarely
65+,male,10-19y,high school,upper class,0.765944919,before 2015,True,True,12000.0,0,1,0,False,Never
16-25,female,0-9y,high school,middle class,0.559704177,before 2015,False,False,16000.0,0,0,0,True,Never
40-64,male,20-29y,high school,poverty,0.265114949,before 2015,False,True,14000.0,4,2,2,False,Rarely
65+,female,10-19y,university,upper class,,before 2015,True,True,12000.0,0,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.760675848,before 2015,True,True,9000.0,1,2,4,False,Often
26-39,male,10-19y,university,upper class,0.675440697,after 2015,False,True,,3,0,1,True,Rarely
26-39,male,10-19y,high school,working class,0.445301314,before 2015,True,False,11000.0,1,0,1,False,Rarely
16-25,male,0-9y,university,middle class,0.323785743,before 2015,False,True,10000.0,0,0,0,True,Never
26-39,female,10-19y,none,working class,0.436746284,before 2015,False,False,13000.0,1,1,0,True,Never
26-39,male,10-19y,university,working class,0.226019342,before 2015,True,False,9000.0,1,0,2,True,Rarely
16-25,female,0-9y,university,middle class,0.384318854,before 2015,False,False,15000.0,0,0,0,True,Never
26-39,male,10-19y,none,working class,0.507358995,after 2015,False,False,11000.0,0,0,3,False,Often
26-39,female,10-19y,high school,middle class,0.657031527,after 2015,True,False,,0,0,1,False,Rarely
65+,male,30y+,university,upper class,0.557869142,before 2015,True,True,,6,1,4,False,Often
65+,female,30y+,university,upper class,0.827516651,before 2015,False,True,,3,1,3,False,Often
40-64,female,10-19y,university,upper class,0.608930823,before 2015,False,False,12000.0,0,0,0,False,Never
65+,male,30y+,university,upper class,,after 2015,True,False,10000.0,9,0,3,False,Often
26-39,male,10-19y,university,working class,0.498084002,before 2015,False,True,12000.0,4,1,0,True,Never
65+,male,0-9y,university,upper class,0.65480078,after 2015,False,True,10000.0,0,0,0,True,Never
40-64,male,10-19y,university,upper class,0.713373976,before 2015,False,False,10000.0,4,0,1,False,Rarely
40-64,female,10-19y,high school,middle class,0.521831858,before 2015,True,True,10000.0,0,0,2,False,Rarely
65+,female,10-19y,university,upper class,0.58121959,before 2015,True,True,9000.0,4,1,0,True,Never
40-64,female,20-29y,high school,upper class,0.404057337,after 2015,True,True,9000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.272981914,before 2015,False,False,12000.0,0,0,0,True,Never
65+,male,30y+,high school,upper class,0.773160164,before 2015,True,True,8000.0,10,2,4,False,Often
65+,female,0-9y,university,upper class,0.600426298,before 2015,False,True,12000.0,0,0,0,False,Never
40-64,female,10-19y,high school,middle class,0.488417883,before 2015,False,True,12000.0,1,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.468177122,before 2015,False,False,12000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.415880659,after 2015,True,True,12000.0,6,2,2,False,Rarely
40-64,female,20-29y,high school,middle class,0.700838589,after 2015,False,True,16000.0,0,0,1,False,Rarely
16-25,male,0-9y,high school,poverty,0.339864835,before 2015,False,False,16000.0,0,0,0,True,Never
65+,male,30y+,high school,upper class,0.587316593,after 2015,False,True,11000.0,3,1,7,False,Often
26-39,male,10-19y,high school,middle class,0.502012937,before 2015,True,True,10000.0,2,0,3,False,Often
16-25,female,0-9y,none,poverty,0.240858536,before 2015,False,True,13000.0,0,0,0,True,Never
26-39,male,10-19y,university,middle class,0.60340641,before 2015,False,True,11000.0,8,0,1,False,Rarely
40-64,female,10-19y,university,middle class,0.372405757,before 2015,False,True,12000.0,1,0,0,False,Never
40-64,female,20-29y,university,upper class,0.475193371,after 2015,True,True,13000.0,3,1,1,False,Rarely
26-39,female,10-19y,high school,upper class,0.587816428,after 2015,True,True,10000.0,1,0,1,False,Rarely
40-64,female,20-29y,university,upper class,0.652736812,before 2015,True,True,13000.0,4,0,2,False,Rarely
